0,Condition,Drugname,Value
1304,"COPD, Maintenance",Fluticasone / salmeterol,0.503838685
1305,"COPD, Maintenance",Fluticasone / vilanterol,0.393185092
1306,"COPD, Maintenance",Foradil Aerolizer,0.481381312
1307,"COPD, Maintenance",Ipratropium,0.543209759
1308,"COPD, Maintenance",Perforomist,0.351348677
1309,"COPD, Maintenance",ProAir HFA,0.542210731
1310,"COPD, Maintenance",ProAir RespiClick,0.153214793
1311,"COPD, Maintenance",Proventil,0.330048749
1312,"COPD, Maintenance",Roflumilast,0.809988431
1313,"COPD, Maintenance",Salmeterol,0
1314,"COPD, Maintenance",Spiriva,1.06560976
1315,"COPD, Maintenance",Spiriva Respimat,0.23228262
1316,"COPD, Maintenance",Stiolto Respimat,0.870192014
1317,"COPD, Maintenance",Symbicort,0.899203835
1318,"COPD, Maintenance",Tiotropium,0.801654256
1319,"COPD, Maintenance",Tudorza Pressair,1.679812107
1320,"COPD, Maintenance",Umeclidinium / vilanterol,0.012803333
1321,Cachexia,Megestrol,99.78869855
1322,Campylobacter Gastroenteritis,Floxin,17.47822756
1323,Cance,Chaparral,12.07306743
1324,Cance,Doxorubicin,14.5349952
1325,Cance,Vincristine,0.659596284
1326,Candida Urinary Tract Infection,Diflucan,9.921429008
1327,Candida Urinary Tract Infection,Fluconazole,1.101590633
1328,Candidemia,Diflucan,0.495969802
1329,Candidemia,Fluconazole,0.745969802
1330,Candidemia,Itraconazole,13.48487154
1331,Candidemia,Sporanox,13.48487154
1332,Carcinoid Tum,Sandostatin,63.98962402
1333,Cardiovascular Risk Reduction,Alirocumab,2.499096036
1334,Cardiovascular Risk Reduction,Praluent,2.499096036
1335,Cardiovascular Risk Reduction,Ramipril,22.41029255
1336,Cataplexy,Sodium oxybate,13.09204687
1337,Cataplexy,Venlafaxine,0.999795586
1338,Cataplexy,Xyrem,11.85094968
1339,Cerebral Edema,Dexamethasone,3.418790221
1340,Cervical Dystonia,AbobotulinumtoxinA,0.287390202
1341,Cervical Dystonia,Baclofen,1.292494441
1342,Cervical Dystonia,Botox,2.154802561
1343,Cervical Dystonia,Lioresal,1.144280553
1344,Cervical Dystonia,Lorazepam,2.64691079
1345,Cervical Dystonia,OnabotulinumtoxinA,2.179354542
1346,Chlamydia Infection,Azithromycin,0.096804226
1347,Chlamydia Infection,Doxycycline,0.214190344
1348,Chlamydia Infection,Zithromax,0.186940883
1349,Chronic Eosinophilic Leukemia,Imatinib,5.236568928
1350,Chronic Fatigue Syndrome,Amantadine,5.363774621
1351,Chronic Fatigue Syndrome,Armodafinil,2.238609587
1352,Chronic Fatigue Syndrome,Cymbalta,0.346325417
1353,Chronic Fatigue Syndrome,Duloxetine,0.620873244
1354,Chronic Fatigue Syndrome,Lisdexamfetamine,1.538307325
1355,Chronic Fatigue Syndrome,Modafinil,1.079561986
1356,Chronic Fatigue Syndrome,Nuvigil,2.859697028
1357,Chronic Fatigue Syndrome,Provigil,4.243683249
1358,Chronic Fatigue Syndrome,Vyvanse,4.429045158
1359,Chronic Idiopathic Constipation,Plecanatide,1.412716262
1360,Chronic Idiopathic Constipation,Trulance,1.236047879
1361,Chronic Inflammatory Demyelinating Polyradiculoneuropathy,Gammagard,2.898306251
1362,Chronic Inflammatory Demyelinating Polyradiculoneuropathy,Gamunex,3.609693845
1363,Chronic Inflammatory Demyelinating Polyradiculoneuropathy,Immune globulin intravenous,3.609693845
1364,Chronic Lymphocytic Leukemia,Chlorambucil,17.11361322
1365,Chronic Lymphocytic Leukemia,Ibrutinib,2.32983871
1366,Chronic Lymphocytic Leukemia,Imbruvica,2.609084365
1367,Chronic Lymphocytic Leukemia,Rituximab,3.579738749
1368,Chronic Myelogenous Leukemia,Bosulif,0
1369,Chronic Myelogenous Leukemia,Busulfan,0.196907279
1370,Chronic Myelogenous Leukemia,Cyclophosphamide,0
1371,Chronic Myelogenous Leukemia,Cytoxan,0.065724359
1372,Chronic Myelogenous Leukemia,Dasatinib,0.29454521
1373,Chronic Myelogenous Leukemia,Gleevec,1.542527084
1374,Chronic Myelogenous Leukemia,Hydrea,0.129556063
1375,Chronic Myelogenous Leukemia,Imatinib,2.046110415
1376,Chronic Myelogenous Leukemia,Nilotinib,0.980851148
1377,Chronic Myelogenous Leukemia,Sprycel,0.382936978
1378,Chronic Myelogenous Leukemia,Tasigna,1.293449419
1379,Chronic Myofascial Pain,Cyclobenzaprine,7.567373931
1380,Chronic Myofascial Pain,Naprosyn,0.475736737
1381,Chronic Myofascial Pain,Naproxen,0.375736737
1382,Chronic Pain,Acetaminophen / oxycodone,0.141808447
1383,Chronic Pain,Actiq,0.029611363
1384,Chronic Pain,Avinza,0.19784099
1385,Chronic Pain,Belbuca,0.085748306
1386,Chronic Pain,Buprenorphine,0.077219725
1387,Chronic Pain,Butrans,0.100894942
1388,Chronic Pain,Cymbalta,0.18757933
1389,Chronic Pain,Dilaudid,0.189225584
1390,Chronic Pain,Dolophine,0.208714718
1391,Chronic Pain,Duloxetine,0.157253734
1392,Chronic Pain,Duragesic,0.090953246
1393,Chronic Pain,Embeda,0.043696364
1394,Chronic Pain,Endocet,0.177675962
1395,Chronic Pain,Exalgo,0.128586062
1396,Chronic Pain,Fentanyl,0.103131342
1397,Chronic Pain,Fentanyl Transdermal System,0.132203889
1398,Chronic Pain,Fentora,0.064817105
1399,Chronic Pain,Hydromorphone,0.144584642
1400,Chronic Pain,Infumorph,0.068997611
1401,Chronic Pain,Kadian,0.110032194
1402,Chronic Pain,MS Contin,0.180384828
1403,Chronic Pain,Methadone,0.178656302
1404,Chronic Pain,Methadone Diskets,0.234455297
1405,Chronic Pain,Methadose,0.341740772
1406,Chronic Pain,Morphine,0.10590532
1407,Chronic Pain,Morphine / naltrexone,0.015550615
1408,Chronic Pain,Oramorph SR,0.017853463
1409,Chronic Pain,OxyContin,0.232256466
1410,Chronic Pain,Oxycodone,0.128726942
1411,Chronic Pain,Oxyfast,0.226636535
1412,Chronic Pain,Percocet,0.145015896
1413,Chronic Pain,Prialt,0.008350985
1414,Chronic Pain,Primlev,0.05962089
1415,Chronic Pain,Roxicet,0.014450415
1416,Chronic Pain,Roxicodone,0.223574776
1417,Chronic Pain,Subsys,0.066789179
1418,Chronic Pain,Subutex,0.145229757
1419,Chronic Pain,Talwin Nx,0.000773722
1420,Chronic Pain,Tramadol,0.070196285
1421,Chronic Pain,Ultram,0.109211095
1422,Chronic Pain,Ultram ER,0.088641726
1423,Chronic Pain,Ultram ODT,0.105675834
1424,Chronic Pain,Xartemis XR,0.171561858
1425,Chronic Pain,Xtampza ER,0.023809175
1426,Chronic Pancreatitis,Creon,1.003795726
1427,Chronic Pancreatitis,Pancrelipase,5.633202379
1428,Chronic Pancreatitis,Zenpep,17.11838314
1429,Chronic Spasticity,Baclofen,9.337705321
1430,Chronic Spasticity,Botox,0.720004896
1431,Chronic Spasticity,Lioresal Intrathecal,13.11259385
1432,Clostridial Infection,Dificid,10.31201702
1433,Clostridial Infection,Fidaxomicin,0.013003742
1434,Clostridial Infection,Flagyl,5.578736051
1435,Clostridial Infection,Lactobacillus acidophilus,3.442921396
1436,Clostridial Infection,Metronidazole,0.992420492
1437,Clostridial Infection,Vancomycin,0.470989088
1438,Cluster Headaches,Cafergot,0.629848193
1439,Cluster Headaches,Cyproheptadine,0.703168834
1440,Cluster Headaches,D.H.E. 45,0.051304501
1441,Cluster Headaches,Deltasone,0.476118655
1442,Cluster Headaches,Dihydroergotamine,0.392801913
1443,Cluster Headaches,Imitrex,0.530702413
1444,Cluster Headaches,Imitrex Nasal,0.158547784
1445,Cluster Headaches,Imitrex Statdose,0.118603633
1446,Cluster Headaches,Indomethacin,0.330083124
1447,Cluster Headaches,Lithium,0.190468576
1448,Cluster Headaches,Migranal,0.753884216
1449,Cluster Headaches,Sumatriptan,0.403382869
1450,Cluster Headaches,Sumavel DosePro,0.353554079
1451,Cluster Headaches,Tizanidine,1.270822882
1452,Cluster Headaches,Verapamil,0.84592813
1453,Coccidioidomycosis,Itraconazole,18.99050426
1454,Coccidioidomycosis,Sporanox,18.99050426
1455,Cogan's Syndrome,Methotrexate,10.46213824
1456,Cold Sores,Acyclovir,0.126662971
1457,Cold Sores,Benzocaine,0.396438147
1458,Cold Sores,Denavir,0.122960114
1459,Cold Sores,Famciclovir,0.204476109
1460,Cold Sores,Famvir,0.500439242
1461,Cold Sores,Penciclovir,0.089704628
1462,Cold Sores,Sitavig,0.170122807
1463,Cold Sores,Valacyclovir,0.302246767
1464,Cold Sores,Valtrex,0.402574298
1465,Cold Sores,Zovirax Cream,0.210473888
1466,Cold Sores,Zovirax Ointment,0.482119933
1467,Cold Symptoms,Acetaminophen / chlorpheniramine,0.007540289
1468,Cold Symptoms,Acetaminophen / chlorpheniramine / dextromethorphan / pseudoephedrine,0.087903638
1469,Cold Symptoms,Acetaminophen / dextromethorphan / doxylamine / pseudoephedrine,0.389291781
1470,Cold Symptoms,Acetaminophen / dextromethorphan / guaifenesin / phenylephrine,0.217138809
1471,Cold Symptoms,Acetaminophen / dextromethorphan / guaifenesin / pseudoephedrine,0.047804277
1472,Cold Symptoms,Acetaminophen / diphenhydramine / phenylephrine,0
1473,Cold Symptoms,Actifed,0.342548287
1474,Cold Symptoms,Benadryl Allergy,0.317340104
1475,Cold Symptoms,Bronkaid,0
1476,Cold Symptoms,Chlorpheniramine / hydrocodone,0.623340897
1477,Cold Symptoms,Chlorpheniramine / phenylephrine,0.174482177
1478,Cold Symptoms,Codeine / guaifenesin / pseudoephedrine,0.054391426
1479,Cold Symptoms,Coricidin HBP Cold & Flu,2.282394982
1480,Cold Symptoms,Dexbrompheniramine / pseudoephedrine,0.32323203
1481,Cold Symptoms,Dextromethorphan / phenylephrine / pyrilamine,0.108633319
1482,Cold Symptoms,Diphenhydramine,0.758944097
1483,Cold Symptoms,Drixoral Cold and Allergy,0.309515628
1484,Cold Symptoms,Echinacea,0.418515299
1485,Cold Symptoms,Ed A-Hist,0.04906105
1486,Cold Symptoms,Ephedrine / guaifenesin,0.323831755
1487,Cold Symptoms,Pseudoephedrine / triprolidine,0.049725608
1488,Cold Symptoms,Rynatan,0.147424583
1489,Cold Symptoms,Tussionex Pennkinetic,0.338376631
1490,Cold Symptoms,Vicks Nyquil D Cold and Flu Nighttime Relief,0.389291781
1491,Cold Symptoms,Vicks QlearQuil Nighttime Allergy Relief,0.043540619
1492,Colorectal Cance,Bevacizumab,7.964974157
1493,Colorectal Cance,Capecitabine,2.718681894
1494,Colorectal Cance,Cetuximab,0.078278283
1495,Colorectal Cance,Erbitux,2.728076314
1496,Colorectal Cance,Irinotecan,0.003428922
1497,Colorectal Cance,Oxaliplatin,0.871213357
1498,Colorectal Cance,Panitumumab,0.033428052
1499,Colorectal Cance,Vectibix,0.198495269
1500,Colorectal Cance,Xeloda,11.99939346
1501,Computed Tomography,Barium sulfate,3.475248672
1502,Computed Tomography,Readi-Cat 2,9.761437386
1503,Computed Tomography,Smoothie Readi-Cat 2,2.575672537
1504,Condylomata Acuminata,Aldara,3.959488541
1505,Condylomata Acuminata,Condylox,4.398271941
1506,Condylomata Acuminata,Imiquimod,3.136802617
1507,Condylomata Acuminata,Podofilox,2.351661033
1508,Conjunctivitis,Gatifloxacin,2.991167909
1509,Conjunctivitis,Sulfacetamide sodium,0
1510,Conjunctivitis,Zymar,2.840338213
1511,"Conjunctivitis, Allergic",Alamast,0.048390058
1512,"Conjunctivitis, Allergic",Alcaftadine,0.823806728
1513,"Conjunctivitis, Allergic",Alocril,0.385536952
1514,"Conjunctivitis, Allergic",Azelastine,0.151335184
1515,"Conjunctivitis, Allergic",Bepotastine,0.208652552
1516,"Conjunctivitis, Allergic",Bepreve,0.250925434
1517,"Conjunctivitis, Allergic",Epinastine,0.248193771
1518,"Conjunctivitis, Allergic",Ketotifen,0.561927762
1519,"Conjunctivitis, Allergic",Lastacaft,0.828408727
1520,"Conjunctivitis, Allergic",Pemirolast,0
1521,"Conjunctivitis, Allergic",Zaditor,1.789144259
1522,"Conjunctivitis, Bacterial",Azasite,0.472112951
1523,"Conjunctivitis, Bacterial",Azithromycin,0.61939614
1524,"Conjunctivitis, Bacterial",Bacitracin / polymyxin b,0.803063646
1525,"Conjunctivitis, Bacterial",Ciprofloxacin,0
1526,"Conjunctivitis, Bacterial",Dexamethasone / tobramycin,0.798307868
1527,"Conjunctivitis, Bacterial",Levofloxacin,0
1528,"Conjunctivitis, Bacterial",Loteprednol / tobramycin,0.993247178
1529,"Conjunctivitis, Bacterial",Moxeza,0.805616167
1530,"Conjunctivitis, Bacterial",Moxifloxacin,0.232497492
1531,"Conjunctivitis, Bacterial",Neo-Poly-Dex,1.115759284
1532,"Conjunctivitis, Bacterial",Polymyxin b / trimethoprim,1.586733021
1533,"Conjunctivitis, Bacterial",TobraDex,1.644606608
1534,"Conjunctivitis, Bacterial",Tobramycin,0.643866093
1535,"Conjunctivitis, Bacterial",Tobrex,0.643866093
1536,"Conjunctivitis, Bacterial",Vigamox,0.042995981
1537,"Conjunctivitis, Bacterial",Zylet,1.046437598
1538,Constipation,Amitiza,0.013040197
1539,Constipation,Bisacodyl,0.022913857
1540,Constipation,Citrate of Magnesia,0.299841911
1541,Constipation,ClearLax,0.159816781
1542,Constipation,Colace,0.417039537
1543,Constipation,Correctol,0.01674556
1544,Constipation,Docusate,0.025484867
1545,Constipation,Dulcolax,0.025083958
1546,Constipation,Dulcolax Laxative,0.007615415
1547,Constipation,Fleet Enema,0.037963849
1548,Constipation,Fleet Glycerin Suppositories Adult,0.004307143
1549,Constipation,Fleet Phospho Soda,0.014403814
1550,Constipation,Glycerin,0.030091144
1551,Constipation,Lactobacillus acidophilus,0.025179335
1552,Constipation,Linaclotide,0.104926828
1553,Constipation,Linzess,0.132211142
1554,Constipation,Lubiprostone,0.028424392
1555,Constipation,Magnesium citrate,0.096043817
1556,Constipation,Magnesium hydroxide,0.080036637
1557,Constipation,Magnesium oxide,0.266824556
1558,Constipation,Metamucil,0.116353728
1559,Constipation,Milk of Magnesia,0.081992575
1560,Constipation,MiraLax,0.230237665
1561,Constipation,Phillips' Milk of Magnesia,0.081479824
1562,Constipation,Polyethylene glycol 3350,0.211856945
1563,Constipation,Psyllium,0.053263892
1564,Constipation,Senna,0.038870044
1565,Constipation,Senokot,0.067841079
1566,Constipation,Sodium biphosphate / sodium phosphate,0.054610746
1567,"Constipation, Acute",ClearLax,0.998646426
1568,"Constipation, Acute",Docusate / senna,3.876854022
1569,"Constipation, Acute",Lactulose,2.712269073
1570,"Constipation, Acute",MiraLax,7.32681774
1571,"Constipation, Acute",Polyethylene glycol 3350,16.23815536
1572,"Constipation, Acute",Senokot S,9.291490793
1573,"Constipation, Chronic",Amitiza,0.365152486
1574,"Constipation, Chronic",Constulose,1.211668572
1575,"Constipation, Chronic",Lactulose,0.270701824
1576,"Constipation, Chronic",Linaclotide,0.344528779
1577,"Constipation, Chronic",Linzess,0.355475833
1578,"Constipation, Chronic",Lubiprostone,0.28780059
1579,"Constipation, Chronic",Methylnaltrexone,0.197635511
1580,"Constipation, Chronic",MoviPrep,0.127157017
1581,"Constipation, Chronic",Naloxegol,0.025268459
1582,"Constipation, Chronic",Polyethylene glycol 3350 with electrolytes,0.11576718
1583,"Constipation, Chronic",Tegaserod,0.130722557
1584,"Constipation, Chronic",Zelnorm,0.146466359
1585,"Constipation, Drug Induced",Amitiza,0.566737161
1586,"Constipation, Drug Induced",Lubiprostone,0.244151707
1587,"Constipation, Drug Induced",Methylnaltrexone,0.713256532
1588,"Constipation, Drug Induced",Movantik,0.399776284
1589,"Constipation, Drug Induced",Naloxegol,0.364316123
1590,"Constipation, Drug Induced",Relistor,0.834005395
1591,Corneal Refractive Surgery,Acular LS,34.90495694
1592,Coronary Artery Disease,Lisinopril,24.96302757
1593,Costochondritis,Flanax Pain Reliever,5.999019623
1594,Costochondritis,Naprosyn,13.72672898
1595,Costochondritis,Naproxen,2.499509811
1596,Cough,Acetaminophen / codeine,0.036086062
1597,Cough,Acetaminophen / hydrocodone,0.279742514
1598,Cough,Amitriptyline,0.565313187
1599,Cough,Benzonatate,0.102321918
1600,Cough,Buckleys Mixture,0.007870542
1601,Cough,Cheratussin AC,0.083665322
1602,Cough,Chlorpheniramine / hydrocodone,0.074402768
1603,Cough,Codeine / guaifenesin,0.09422449
1604,Cough,Codeine / promethazine,0.086462344
1605,Cough,Delsym,0.017105262
1606,Cough,Delsym 12 Hour Cough Relief,0.004857986
1607,Cough,Dextromethorphan,0.020503216
1608,Cough,Dextromethorphan / guaifenesin,0.098336093
1609,Cough,Dextromethorphan / promethazine,0.093667228
1610,Cough,Gabapentin,0.118164575
1611,Cough,Guaifenesin,0.055579923
1612,Cough,Homatropine / hydrocodone,0.082173109
1613,Cough,Hycodan,0.089804412
1614,Cough,Hydromet,0.118167177
1615,Cough,Lortab,0.184082085
1616,Cough,Mucinex,0.101595828
1617,Cough,Mucinex DM,0.00443673
1618,Cough,Promethazine DM,0.025104887
1619,Cough,Robitussin Cough + Chest Congestion DM,0.137497934
1620,Cough,Robitussin CoughGels Long-Acting,0.013281172
1621,Cough,Tessalon,0.118824159
1622,Cough,Tessalon Perles,0.134854804
1623,Cough,Tussionex Pennkinetic,0.077713794
1624,Cough,Tylenol with Codeine #3,0.391006322
1625,Cough,Vicodin ES,0.141981409
1626,Cough and Nasal Congestion,Bromfed DM,0.01718549
1627,Cough and Nasal Congestion,Brompheniramine / dextromethorphan / phenylephrine,0.016518665
1628,Cough and Nasal Congestion,Brompheniramine / dextromethorphan / pseudoephedrine,0.175470716
1629,Cough and Nasal Congestion,Chlophedianol / guaifenesin / pseudoephedrine,0.073578027
1630,Cough and Nasal Congestion,Chlorpheniramine / dextromethorphan,0
1631,Cough and Nasal Congestion,Chlorpheniramine / dextromethorphan / phenylephrine,0.015332575
1632,Cough and Nasal Congestion,Chlorpheniramine / dextromethorphan / pseudoephedrine,0.045974278
1633,Cough and Nasal Congestion,Chlorpheniramine / hydrocodone / phenylephrine,0
1634,Cough and Nasal Congestion,Chlorpheniramine / hydrocodone / pseudoephedrine,0.113802342
1635,Cough and Nasal Congestion,Dextromethorphan / guaifenesin / pseudoephedrine,0.019176591
1636,Cough and Nasal Congestion,Guaifenesin / phenylephrine,0.100526631
1637,Cough and Nasal Congestion,Guaifenesin / pseudoephedrine,0.167131992
1638,Cough and Nasal Congestion,M-End PE,0.030671953
1639,Cough and Nasal Congestion,Maxifed DM,0.075621899
1640,Cough and Nasal Congestion,Mucinex D,0.176392874
1641,Cough and Nasal Congestion,Mucinex D Maximum Strength,0.002520007
1642,Cough and Nasal Congestion,Rezira,0.045974719
1643,Cough and Nasal Congestion,Zutripro,0.096571342
1644,Crohn's Disease,Adalimumab,0.465417146
1645,Crohn's Disease,Apriso,0
1646,Crohn's Disease,Asacol,0.365695783
1647,Crohn's Disease,Azathioprine,0.206365003
1648,Crohn's Disease,Balsalazide,0.119516688
1649,Crohn's Disease,Budesonide,0.054867199
1650,Crohn's Disease,Cholestyramine,0.990269586
1651,Crohn's Disease,Ciprofloxacin,0.212470503
1652,Crohn's Disease,Colazal,0.121489363
1653,Crohn's Disease,Entocort EC,1.988229116
1654,Crohn's Disease,Entyvio,0.13455095
1655,Crohn's Disease,Humira,0.623520759
1656,Crohn's Disease,Imuran,0.096519288
1657,Crohn's Disease,Infliximab,0.148570019
1658,Crohn's Disease,Levsin SL,0.931870379
1659,Crohn's Disease,Lialda,0.499597383
1660,Crohn's Disease,Mesalamine,0.260159699
1661,Crohn's Disease,Pentasa,0.309617814
1662,Crohn's Disease,Prevalite,1.884075142
1663,Crohn's Disease,Questran Light,1.412149399
1664,Crohn's Disease,Remicade,0.029776402
1665,Crohn's Disease,Stelara,0
1666,Crohn's Disease,Sulfasalazine,0.69823239
1667,Crohn's Disease,Tacrolimus,0
1668,Crohn's Disease,Ustekinumab,0
1669,Crohn's Disease,Vedolizumab,0.156487296
1670,Crohn's Disease,Xifaxan,1.038098723
1671,"Crohn's Disease, Acute",Adalimumab,3.99946634
1672,"Crohn's Disease, Acute",Budesonide,4.852635017
1673,"Crohn's Disease, Acute",Flagyl,1.504748506
1674,"Crohn's Disease, Acute",Humira,0.491039093
1675,"Crohn's Disease, Acute",Imuran,0.143123549
1676,"Crohn's Disease, Acute",Infliximab,0.52019732
1677,"Crohn's Disease, Acute",Mercaptopurine,1.441027323
1678,"Crohn's Disease, Acute",Metronidazole,0.156606952
1679,"Crohn's Disease, Acute",Remicade,0.718011443
1680,"Crohn's Disease, Acute",Sulfasalazine,0.837784262
1681,"Crohn's Disease, Maintenance",Adalimumab,0.993621271
1682,"Crohn's Disease, Maintenance",Asacol,0.442103955
1683,"Crohn's Disease, Maintenance",Asacol HD,0.099295417
1684,"Crohn's Disease, Maintenance",Azathioprine,0.128876701
1685,"Crohn's Disease, Maintenance",Budesonide,0.945309031
1686,"Crohn's Disease, Maintenance",Cimzia,0.35365432
1687,"Crohn's Disease, Maintenance",Entocort EC,0.327963594
1688,"Crohn's Disease, Maintenance",Flagyl,0.118285173
1689,"Crohn's Disease, Maintenance",Humira,1.198027203
1690,"Crohn's Disease, Maintenance",Imuran,0.173451344
1691,"Crohn's Disease, Maintenance",Infliximab,0.391927272
1692,"Crohn's Disease, Maintenance",Mercaptopurine,0.149621057
1693,"Crohn's Disease, Maintenance",Mesalamine,0.724705777
1694,"Crohn's Disease, Maintenance",Metronidazole,0
1695,"Crohn's Disease, Maintenance",Pentasa,0.70070287
1696,"Crohn's Disease, Maintenance",Remicade,0.717657238
1697,Croup,Dexamethasone,9.979973435
1698,Cutaneous Candidiasis,Mycolog II,13.25578133
1699,Cutaneous Candidiasis,Nyamyc,4.735346282
1700,Cutaneous Candidiasis,Nystatin,3.095597589
1701,Cutaneous Candidiasis,Nystatin / triamcinolone,0
1702,Cutaneous Candidiasis,Terbinafine,1.167297095
1703,Cutaneous Candidiasis,Xolegel,2.121685803
1704,Cutaneous T-cell Lymphoma,Bexarotene,5.772494078
1705,Cutaneous T-cell Lymphoma,Targretin,9.050244093
1706,Cyclic Vomiting Syndrome,Amitriptyline,1.491419673
1707,Cyclic Vomiting Syndrome,Elavil,2.207387799
1708,Cyclic Vomiting Syndrome,Nortriptyline,2.249040681
1709,Cyclothymic Disorde,Lamotrigine,23.74747512
1710,Cyclothymic Disorde,Lithium,9.305533618
1711,Cystic Fibrosis,Advil,7.491405487
1712,Cystic Fibrosis,Azithromycin,1.89906319
1713,Cystic Fibrosis,Creon,9.99639225
1714,Dandruff,Ketoconazole,8.678778112
1715,Deep Neck Infection,Zosyn,53.93627822
1716,Deep Vein Thrombosis,Apixaban,3.56841514
1717,Deep Vein Thrombosis,Arixtra,0.394135482
1718,Deep Vein Thrombosis,Dabigatran,0.250567305
1719,Deep Vein Thrombosis,Eliquis,1.466752169
1720,Deep Vein Thrombosis,Enoxaparin,1.41262474
1721,Deep Vein Thrombosis,Innohep,0.770619127
1722,Deep Vein Thrombosis,Pradaxa,0.779666557
1723,Deep Vein Thrombosis,Rivaroxaban,1.52376062
1724,Deep Vein Thrombosis,Xarelto,2.896674345
1725,Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery,Rivaroxaban,17.46089321
1726,Deep Vein Thrombosis Prophylaxis after Knee Replacement Surgery,Warfarin,19.06167293
1727,"Deep Vein Thrombosis, First Event",Warfarin,44.52332926
1728,"Deep Vein Thrombosis, Prophylaxis",Eliquis,4.4062078
1729,"Deep Vein Thrombosis, Prophylaxis",Enoxaparin,12.07282413
1730,"Deep Vein Thrombosis, Prophylaxis",Lovenox,6.840560183
1731,"Deep Vein Thrombosis, Prophylaxis",Rivaroxaban,4.736366471
1732,"Deep Vein Thrombosis, Prophylaxis",Xarelto,1.587514917
1733,"Deep Vein Thrombosis, Recurrent Event",Coumadin,9.896442103
1734,"Deep Vein Thrombosis, Recurrent Event",Rivaroxaban,0.268469971
1735,"Deep Vein Thrombosis, Recurrent Event",Warfarin,18.8770309
1736,"Deep Vein Thrombosis, Recurrent Event",Xarelto,7.085902154
1737,"Delayed Puberty, Male",Testosterone,4.94129014
1738,Dementia,Haloperidol,36.80175115
1739,Dental Abscess,Amoxicillin,0.326401618
1740,Dental Abscess,Amoxil,3.340851034
1741,Dental Abscess,Clarithromycin,2.706246689
1742,Dental Abscess,Flagyl,0.908648375
1743,Dental Abscess,Metronidazole,1.322875221
1744,Depression,Abilify,0.031056343
1745,Depression,Alprazolam,0.043274178
1746,Depression,Amitriptyline,0.039368729
1747,Depression,Amitriptyline / chlordiazepoxide,0.015126244
1748,Depression,Anafranil,0.000502328
1749,Depression,Aplenzin,0.01503952
1750,Depression,Aripiprazole,0.037278795
1751,Depression,Armodafinil,0.016715739
1752,Depression,Brexpiprazole,0.010348341
1753,Depression,Budeprion SR,0.003629818
1754,Depression,Budeprion XL,0.008613812
1755,Depression,Bupropion,0.027911681
1756,Depression,Celexa,0.03530556
1757,Depression,Citalopram,0.017618514
1758,Depression,Clomipramine,0.03702392
1759,Depression,Cymbalta,0.028158106
1760,Depression,Deplin,0.045618359
1761,Depression,Desipramine,0.00340406
1762,Depression,Desvenlafaxine,0.020906088
1763,Depression,Doxepin,0.024493055
1764,Depression,Duloxetine,0.023075437
1765,Depression,Effexor,0.01956743
1766,Depression,Effexor XR,0.0211155
1767,Depression,Elavil,0.061536335
1768,Depression,Emsam,0.044604235
1769,Depression,Escitalopram,0.027422017
1770,Depression,Fetzima,0.02416865
1771,Depression,Fluoxetine,0.0301472
1772,Depression,Fluoxetine / olanzapine,0.018904166
1773,Depression,Fluvoxamine,0.008853176
1774,Depression,Imipramine,0.0354239
1775,Depression,Invega,0.023341048
1776,Depression,Isocarboxazid,0.012753114
1777,Depression,L-methylfolate,0.045431834
1778,Depression,Lamotrigine,0.027064874
1779,Depression,Levomilnacipran,0.021177902
1780,Depression,Lexapro,0.025194572
1781,Depression,Limbitrol,0.014903226
1782,Depression,Lisdexamfetamine,0.003066028
1783,Depression,Lithium,0.010423701
1784,Depression,Luvox,0.032300933
1785,Depression,Luvox CR,0.00605609
1786,Depression,Maprotiline,0.008299749
1787,Depression,Methylin ER,0.150814809
1788,Depression,Methylphenidate,0.049770318
1789,Depression,Mirtazapine,0.0229148
1790,Depression,Modafinil,0.028976589
1791,Depression,Nardil,0.029389992
1792,Depression,Nefazodone,0.020822913
1793,Depression,Niacin,0.057236236
1794,Depression,Norpramin,0.034089046
1795,Depression,Nortriptyline,0.016430653
1796,Depression,Nuvigil,0.014009761
1797,Depression,Olanzapine,0.021171616
1798,Depression,Oleptro,0.027987148
1799,Depression,Paliperidone,0.002617889
1800,Depression,Pamelor,0.024292627
1801,Depression,Parnate,0.019532057
1802,Depression,Paroxetine,0.019523073
1803,Depression,Paxil,0.023101107
1804,Depression,Paxil CR,0.009255455
1805,Depression,Phenelzine,0.034361625
1806,Depression,Pristiq,0.026071082
1807,Depression,Protriptyline,0
1808,Depression,Provigil,0.12764049
1809,Depression,Prozac,0.029915727
1810,Depression,Quetiapine,0.019059386
1811,Depression,Remeron,0.044838792
1812,Depression,Rexulti,0.019237669
1813,Depression,Risperdal,0.022924426
1814,Depression,Risperidone,0.022302586
1815,Depression,Ritalin,0.070756728
1816,Depression,S-adenosylmethionine,0.003707832
1817,Depression,Selegiline,0.035343085
1818,Depression,Seroquel,0.01472899
1819,Depression,Seroquel XR,0.037502803
1820,Depression,Sertraline,0.028371482
1821,Depression,Serzone,0.035178809
1822,Depression,Sinequan,0.082615869
1823,Depression,St. john's wort,0.036818528
1824,Depression,Strattera,0.015767879
1825,Depression,Symbyax,0.019560808
1826,Depression,Tofranil,0.045532712
1827,Depression,Tramadol,0.043990918
1828,Depression,Tranylcypromine,0.017559319
